,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_M,address_R,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,GPA
0,18,4,4,2,2,0,4,3,4,1,1,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,5.666666666666667
1,17,1,1,1,2,0,5,3,3,1,1,3,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,5.333333333333333
2,15,1,1,1,2,3,4,3,2,2,3,3,10,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,8.333333333333334
3,15,4,2,1,3,0,3,2,2,1,1,5,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,14.666666666666666
4,16,3,3,1,2,0,4,3,2,1,2,5,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,8.666666666666666
5,16,4,3,1,2,0,5,4,2,1,2,5,10,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,15.0
6,16,2,2,1,2,0,4,4,4,1,1,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,11.666666666666666
7,17,4,4,2,2,0,4,1,4,1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,5.666666666666667
8,15,3,2,1,2,0,4,2,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,17.666666666666668
9,15,3,4,1,2,0,5,5,1,1,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,14.666666666666666
10,15,4,4,1,2,0,3,3,3,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,9.0
11,15,2,1,3,3,0,5,2,2,1,1,4,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,11.333333333333334
12,15,4,4,1,1,0,4,3,3,1,3,5,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,14.0
13,15,4,3,2,2,0,5,4,3,1,2,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,10.333333333333334
14,15,2,2,1,3,0,4,5,2,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,15.333333333333334
15,16,4,4,1,1,0,4,4,4,1,2,2,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,14.0
16,16,4,4,1,3,0,3,2,3,1,2,2,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,13.666666666666666
17,16,3,3,3,2,0,5,3,2,1,1,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,9.333333333333334
18,17,3,2,1,1,3,5,5,5,2,4,5,16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,5.333333333333333
19,16,4,3,1,1,0,3,1,3,1,3,5,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,9.333333333333334
20,15,4,3,1,2,0,4,4,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,14.0
21,15,4,4,1,1,0,5,4,2,1,1,5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,14.0
22,16,4,2,1,2,0,4,5,1,1,3,5,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,15.333333333333334
23,16,2,2,2,2,0,5,4,4,2,4,5,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,12.666666666666666
24,15,2,4,1,3,0,4,3,2,1,1,5,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,9.0
25,16,2,2,1,1,2,1,2,2,1,3,5,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,7.666666666666667
26,15,2,2,1,1,0,4,2,2,1,2,5,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,11.666666666666666
27,15,4,2,1,1,0,2,2,4,2,4,1,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,15.333333333333334
28,16,3,4,1,2,0,5,3,3,1,1,5,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,11.0
29,16,4,4,1,2,0,4,4,5,5,5,5,16,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,11.0
30,15,4,4,1,2,0,5,4,2,3,4,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,10.666666666666666
31,15,4,4,2,2,0,4,3,1,1,1,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,16.666666666666668
32,15,4,3,1,2,0,4,5,2,1,1,5,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,16.333333333333332
33,15,3,3,1,2,0,5,3,2,1,1,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,10.0
34,16,3,2,1,1,0,5,4,3,1,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,13.666666666666666
35,15,2,3,2,1,0,3,5,1,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,7.0
36,15,4,3,1,3,0,5,4,3,1,1,4,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,16.333333333333332
37,16,4,4,2,3,0,2,4,3,1,1,5,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,15.333333333333334
38,15,3,4,1,3,0,4,3,2,1,1,5,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,11.666666666666666
39,15,2,2,1,1,0,4,3,1,1,1,2,8,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,13.333333333333334
40,16,2,2,2,2,1,3,3,3,1,2,3,25,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,9.333333333333334
41,15,4,4,1,1,0,5,4,3,2,4,5,8,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,12.0
42,15,4,4,1,2,0,4,3,3,1,1,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,18.333333333333332
43,15,2,2,1,1,0,5,4,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,9.0
44,16,2,2,2,2,1,4,3,3,2,2,5,14,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,9.666666666666666
45,15,4,3,1,2,0,5,2,2,1,1,5,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,7.333333333333333
46,16,3,3,1,2,0,2,3,5,1,4,3,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,11.333333333333334
47,16,4,3,1,4,0,4,2,2,1,1,2,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,19.333333333333332
48,15,4,2,1,2,0,4,3,3,2,2,5,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,14.666666666666666
49,15,4,4,1,2,1,4,4,4,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,7.0
50,16,2,2,3,2,0,4,3,3,2,3,4,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,12.666666666666666
51,15,4,2,1,2,0,4,3,3,1,1,5,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,12.333333333333334
52,15,4,2,2,1,1,5,5,5,3,4,5,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,10.666666666666666
53,15,4,4,1,1,0,3,3,4,2,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,9.666666666666666
54,15,3,3,1,1,0,5,3,4,4,4,1,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,12.0
55,16,2,1,1,2,0,5,3,4,1,1,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,9.0
56,15,4,3,1,2,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,14.666666666666666
57,15,4,4,1,2,0,3,2,2,1,1,5,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,14.666666666666666
58,15,1,2,1,2,0,4,3,2,1,1,5,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,9.333333333333334
59,16,4,2,1,2,0,4,2,3,1,1,5,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,15.666666666666666
60,16,4,4,1,2,0,2,4,4,2,3,4,6,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,10.666666666666666
61,16,1,1,4,1,0,5,5,5,5,5,5,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,9.666666666666666
62,16,1,2,1,2,0,4,4,3,1,1,1,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,9.0
63,16,4,3,1,3,0,3,4,4,2,4,4,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,9.333333333333334
64,15,4,3,1,2,0,4,4,4,2,4,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,10.0
65,16,4,3,3,2,0,5,4,3,1,2,1,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,15.333333333333334
66,15,4,4,1,4,0,1,3,3,5,5,3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,12.666666666666666
67,16,3,1,1,4,0,4,3,3,1,2,5,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,6.666666666666667
68,15,2,2,2,2,0,4,1,3,1,3,4,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,8.333333333333334
69,15,3,1,2,4,0,4,4,2,2,3,3,12,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,16.0
70,16,3,1,2,4,0,4,3,2,1,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,14.333333333333334
71,15,4,2,1,4,0,3,3,3,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,10.0
72,15,1,1,1,2,2,3,3,4,2,4,5,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,6.333333333333333
73,16,3,1,1,1,0,5,3,2,2,2,5,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,12.666666666666666
74,16,3,3,1,2,0,4,3,3,2,4,5,54,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,11.333333333333334
75,15,4,3,1,2,0,4,3,3,2,3,5,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,9.333333333333334
76,15,4,0,2,4,0,3,4,3,1,1,1,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,10.666666666666666
77,16,2,2,1,4,0,5,2,3,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,11.0
78,17,2,1,2,1,3,4,5,1,1,1,3,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,8.666666666666666
79,16,3,4,1,2,0,2,4,3,1,2,3,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,5.0
80,15,2,3,1,1,0,3,2,2,1,3,3,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,11.333333333333334
81,15,2,3,1,3,0,5,3,2,1,2,5,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,10.666666666666666
82,15,3,2,1,2,0,4,4,4,1,1,5,10,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,6.333333333333333
83,15,2,2,2,2,0,5,3,3,1,3,4,4,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,15.0
84,15,1,1,1,2,0,4,3,2,2,3,4,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,9.666666666666666
85,15,4,4,2,2,2,4,4,4,2,3,5,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,8.0
86,16,2,2,1,2,0,4,3,4,1,2,2,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,7.0
87,15,4,2,1,3,0,5,3,3,1,3,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,13.666666666666666
88,16,2,2,2,2,1,4,4,2,1,1,3,12,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,10.333333333333334
89,16,4,4,1,2,0,4,1,3,3,5,5,18,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,7.0
90,16,3,3,1,3,0,4,3,3,1,3,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,7.333333333333333
91,15,4,3,1,1,0,4,5,5,1,3,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,17.0
92,16,3,1,1,2,0,3,3,3,2,3,2,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,6.333333333333333
93,16,4,2,2,2,0,5,3,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,10.333333333333334
94,15,2,2,1,4,0,4,3,4,1,1,4,6,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,12.666666666666666
95,15,1,1,2,4,1,3,1,2,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,9.0
96,16,4,3,2,1,0,3,3,3,1,1,4,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,13.666666666666666
97,16,2,1,1,2,0,4,3,5,1,1,5,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,9.0
98,16,4,4,1,1,0,5,3,4,1,2,1,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,13.0
99,16,4,3,1,3,0,5,3,5,1,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,8.0
100,16,4,4,1,1,0,4,5,5,5,5,4,14,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,6.333333333333333
101,16,4,4,1,3,0,4,4,3,1,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,16.666666666666668
102,15,4,4,1,1,0,5,3,3,1,1,5,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,12.333333333333334
103,15,3,2,2,2,0,4,3,5,1,1,2,26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,6.333333333333333
104,15,3,4,1,2,0,5,4,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,17.333333333333332
105,15,3,3,1,4,0,4,3,3,1,1,4,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,10.666666666666666
106,15,2,2,1,4,0,5,1,2,1,1,3,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,7.666666666666667
107,16,3,3,1,3,0,5,3,3,1,1,5,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,17.333333333333332
108,15,4,4,4,4,0,1,3,5,3,5,1,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,12.0
109,16,4,4,1,3,0,5,4,5,1,1,4,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,15.0
110,15,4,4,1,1,0,5,5,3,1,1,4,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,18.666666666666668
111,16,3,3,1,3,1,4,1,2,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,9.0
112,16,2,2,1,2,1,3,1,2,1,1,5,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,12.0
113,15,4,2,1,1,0,3,5,2,1,1,3,10,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,18.666666666666668
114,15,2,1,1,2,0,5,4,2,1,1,5,8,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,9.0
115,16,4,4,1,2,0,5,4,4,1,2,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,15.333333333333334
116,15,4,4,2,2,0,4,4,3,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,12.666666666666666
117,16,3,3,2,1,0,5,4,2,1,1,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,13.333333333333334
118,17,1,3,3,2,1,5,2,4,1,4,5,20,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,8.0
119,15,3,4,1,1,0,3,4,3,1,2,4,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,13.333333333333334
120,15,1,2,1,2,0,3,2,3,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,15.333333333333334
121,15,2,2,1,4,0,5,5,4,1,2,5,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,15.0
122,16,2,4,2,2,0,4,2,2,1,2,5,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,13.0
123,16,4,4,1,1,0,3,4,4,1,4,5,18,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,12.666666666666666
124,16,2,2,1,2,0,5,4,4,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,7.666666666666667
125,15,3,4,1,1,0,5,5,5,3,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,12.666666666666666
126,15,3,4,1,2,0,5,3,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,9.333333333333334
127,19,0,1,1,2,3,3,4,2,1,1,5,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.0
128,18,2,2,1,1,2,3,3,3,1,2,4,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,3.6666666666666665
